profesor,rating,fecha,calidad_general,facilidad,tags,num_reviews,promedio,resumen,enlace
"Muñoz Delgado, Jairo Ignacio","5, 5, 4, 4, 4, 4, 4, 4, 1, 1, 5, 5, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 2, 5, 1, 1, 4, 3, 1, 1, 2, 5, 3, 5, 3, 1, 1, 2, 3","24/Ene/2023, 24/Ene/2023, 10/Feb/2021, 10/Feb/2021, 18/Dic/2019, 18/Dic/2019, 13/Jul/2019, 13/Jul/2019, 27/Jun/2018, 27/Jun/2018, 24/Ene/2023, 24/Ene/2023, 10/Feb/2021, 10/Feb/2021, 18/Dic/2019, 18/Dic/2019, 13/Jul/2019, 13/Jul/2019, 27/Jun/2018, 27/Jun/2018, 08/Jun/2018, 12/Ene/2018, 16/Ago/2017, 27/Jun/2017, 30/Ene/2017, 11/Ene/2017, 28/Dic/2016, 21/Dic/2016, 16/Dic/2016, 28/Nov/2016, 25/Jul/2016, 11/Jul/2016, 10/Ene/2016, 20/Ene/2015, 10/Dic/2014, 17/Dic/2013, 28/Jun/2013, 27/Jun/2013, 25/Jun/2013, 19/Ene/2013","10.0, 10.0, 8.0, 8.0, 10.0, 10.0, 6.0, 6.0, 2.0, 2.0, 10.0, 10.0, 8.0, 8.0, 10.0, 10.0, 6.0, 6.0, 2.0, 2.0, 5.0, 4.0, 3.0, 4.0, 7.0, 2.0, 4.0, 8.0, 7.0, 3.0, 3.0, 6.0, 7.0, 10.0, 9.0, 6.0, 2.0, 2.0, 6.0, 8.0","10.0, 10.0, 8.0, 8.0, 4.0, 4.0, 10.0, 10.0, 2.0, 2.0, 10.0, 10.0, 8.0, 8.0, 4.0, 4.0, 10.0, 10.0, 2.0, 2.0, 10.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 8.0, 8.0, 6.0, 10.0, 6.0, 8.0, 8.0, 10.0, 8.0, 8.0, 2.0, 8.0, 10.0","MUY CÓMICO, LOS EXÁMENES SON DIFÍCILES, LAS CLASES SON LARGAS, RESPETADO POR LOS ESTUDIANTES, BARCO, LA PARTICIPACIÓN IMPORTA, ASISTENCIA OBLIGATORIA, INSPIRACIONAL, DA BUENA RETROALIMENTACIÓN, CALIFICA DURO, MUCHAS TAREAS, PREPÁRATE PARA LEER, POCOS EXÁMENES",27,6.0,"El profesor es un etólogo excelente, pero no enseña directamente. Las clases consisten en exposiciones de los alumnos, con el profesor ausente o durmiendo. La evaluación se basa en trabajos y ensayos que el profesor no lee, y las prácticas son escasas. No se recomienda para aprender mucho, pero es una opción decente si no se tiene otra opción.",
"Muñoz Pertierra, Mercedes Xochitl","2, 2, 3, 3, 3, 3, 5, 5, 5, 5, 2, 2, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 3, 4","02/Ago/2024, 02/Ago/2024, 15/Dic/2023, 15/Dic/2023, 14/Jun/2023, 14/Jun/2023, 14/Ene/2023, 14/Ene/2023, 13/Ene/2023, 13/Ene/2023, 02/Ago/2024, 02/Ago/2024, 15/Dic/2023, 15/Dic/2023, 14/Jun/2023, 14/Jun/2023, 14/Ene/2023, 14/Ene/2023, 13/Ene/2023, 13/Ene/2023, 14/Dic/2022, 31/Mar/2022, 08/Dic/2021, 10/Feb/2021","5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 10.0, 10.0, 10.0, 10.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 5.0, 10.0","8.0, 8.0, 8.0, 8.0, 6.0, 6.0, 10.0, 10.0, 6.0, 6.0, 8.0, 8.0, 8.0, 8.0, 6.0, 6.0, 10.0, 10.0, 6.0, 6.0, 6.0, 10.0, 4.0, 10.0","BRINDA APOYO, LAS CLASES SON LARGAS, DEJA TRABAJOS LARGOS, CLASES EXCELENTES, LA PARTICIPACIÓN IMPORTA, CALIFICA DURO, DA BUENA RETROALIMENTACIÓN, TOMARÍA SU CLASE OTRA VEZ, MUCHAS TAREAS, PREPÁRATE PARA LEER, POCOS EXÁMENES, ASPECTOS DE CALIFICACIÓN CLAROS",9,7.8,"La docente es dinámica y explica bien la materia, pero tiene dificultades en la enseñanza y en la evaluación. Su clase se basa en juegos y exposiciones de los alumnos, pero los trabajos son largos y poco claros. La docente es exigente y prepotente, y no acepta críticas. En general, es una buena maestra, pero su evaluación y actitud pueden ser problemáticas.",
"Muñoz Torres, Zeidy Vanesa","4, 5, 4, 4, 4, 4, 4, 4, 4, 2, 4, 3, 4, 3, 4, 5, 2, 1","15/Ago/2024, 05/Ene/2024, 29/Dic/2023, 31/Jul/2023, 30/Jul/2023, 30/Jul/2023, 27/Ene/2022, 30/Dic/2021, 28/Dic/2021, 31/Ene/2021, 14/Sep/2020, 01/Jul/2020, 12/Jul/2019, 18/Jun/2019, 03/Mar/2019, 14/Ene/2019, 04/Dic/2018, 13/Nov/2018","10.0, 10.0, 10.0, 9.0, 9.0, 8.0, 9.0, 6.0, 8.0, 9.0, 9.0, 2.0, 10.0, 6.0, 10.0, 10.0, 2.0, 2.0","8.0, 10.0, 6.0, 6.0, 6.0, 6.0, 8.0, 8.0, 4.0, 6.0, 10.0, 2.0, 8.0, 4.0, 10.0, 8.0, 2.0, 2.0","MUY CÓMICO, LOS EXÁMENES SON DIFÍCILES, BRINDA APOYO, LAS CLASES SON LARGAS, RESPETADO POR LOS ESTUDIANTES, CLASES EXCELENTES, HACE EXÁMENES SORPRESA, LA PARTICIPACIÓN IMPORTA, INSPIRACIONAL, DA BUENA RETROALIMENTACIÓN, TOMARÍA SU CLASE OTRA VEZ, CALIFICA DURO, POCOS EXÁMENES, ASPECTOS DE CALIFICACIÓN CLAROS",19,7.8,"La profesora en cuestión es joven, paciente y bien preparada en neurociencias. Explica claramente y responde dudas, aunque su ritmo de clase puede ser rápido y su clase es habladora, lo que requiere atención y participación. Los exámenes son complejos y largos, y la clase se graba para facilitar el estudio. Es recomendable para aquellos interesados en neurociencias, pero puede ser exigente y tener una actitud grosera a veces. La evaluación es clara y los trabajos en equipo son comunes, aunque la calificación puede ser impredecible.",
"Muñoz Torres, Zeidy Vanessa",4,16/Jun/2021,10.0,10.0,"TOMARÍA SU CLASE OTRA VEZ, CLASES EXCELENTES, MUCHOS PROYECTOS GRUPALES",1,10.0,"Si tienes un interés en neurociencias, esta clase es altamente recomendable. Aunque la duración de la clase es extensa, la lectura y la participación activa hacen que el aprendizaje sea rápido y eficiente.",
"Muñoz Torres, Zeydy","4, 4, 5","18/Dic/2022, 15/Ene/2018, 10/Ene/2018","9.0, 10.0, 10.0","10.0, 8.0, 10.0","CLASES EXCELENTES, LA PARTICIPACIÓN IMPORTA, INSPIRACIONAL, DA BUENA RETROALIMENTACIÓN, TOMARÍA SU CLASE OTRA VEZ, ASPECTOS DE CALIFICACIÓN CLAROS",3,9.7,"La profesora es excelente, con mucha paciencia y pasión por la materia. Sus clases son claras y accesibles, y los exámenes reflejan la información enseñada. Es una buena opción para estudiantes de neurociencia.",
"Muñoz, Andres","3, 3","15/Ene/2011, 18/Jun/2010","6.0, 7.0","8.0, 6.0",,2,6.5,"La clase se centra en Jacques Lacan y requiere participación y informes mensuales. El horario es pesado y la calificación se basa en un trabajo tedioso. Lacan es un psicoanalista inteligente y culto, pero su personalidad es extraña y siempre está serio. Es un buen profesor.",
"Muñoz, Mercedes","1, 5, 3, 4","05/Jul/2018, 12/Ene/2017, 18/Ago/2015, 23/Jun/2010","5.0, 4.0, 6.0, 10.0","6.0, 6.0, 6.0, 6.0","RESPETADO POR LOS ESTUDIANTES, MUCHOS PROYECTOS GRUPALES, BARCO, LA PARTICIPACIÓN IMPORTA, PREPÁRATE PARA LEER",5,6.6,"La experiencia con esta docente fue mixta. Aunque es accesible y dinámica, sus proyectos en grupo y su trabajo final no destacaron por su calidad. Prefiero que sea ella la que hable más en las exposiciones, en lugar de los compañeros. Requiere mucho estudio para sus exámenes, pero su materia en general fue positiva.",
"Muñoz, Merdeces","4, 3, 3, 3, 3, 5, 5, 1, 3, 4, 4, 4, 5, 5, 4, 4, 3","09/Feb/2021, 07/Feb/2021, 01/Feb/2021, 11/Dic/2019, 04/Dic/2019, 30/Ago/2017, 02/Feb/2017, 21/Ene/2017, 12/Ene/2017, 22/Ene/2015, 21/Ene/2015, 19/Dic/2014, 28/Jul/2014, 22/Ene/2014, 01/Ago/2012, 21/Feb/2010, 11/Ene/2010","5.0, 10.0, 7.0, 10.0, 6.0, 10.0, 9.0, 6.0, 4.0, 10.0, 10.0, 9.0, 10.0, 9.0, 10.0, 10.0, 8.0","8.0, 8.0, 6.0, 8.0, 8.0, 10.0, 10.0, 8.0, 6.0, 8.0, 8.0, 10.0, 4.0, 8.0, 8.0, 10.0, 6.0","MUY CÓMICO, LOS EXÁMENES SON DIFÍCILES, LAS CLASES SON LARGAS, RESPETADO POR LOS ESTUDIANTES, CLASES EXCELENTES, MUCHOS PROYECTOS GRUPALES, INSPIRACIONAL, DA BUENA RETROALIMENTACIÓN, CALIFICA DURO, TOMARÍA SU CLASE OTRA VEZ, PREPÁRATE PARA LEER, POCOS EXÁMENES",17,8.4,"La profesora es dinámica y buena, pero las clases se basan en exposiciones de los alumnos, que pueden ser aburridas. Los exámenes son fáciles si se lee y se entiende la materia, pero se centran en preguntas específicas del libro. La estudiante recomienda la profesora, especialmente para el área de marketing, pero advierte que el aprendizaje puede ser básico si solo se sigue a los demás sin preguntar.",
"Muñoz, Zeidy","4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 2, 2, 2, 2, 4, 4, 4, 4","01/Ago/2023, 01/Ago/2023, 01/Ago/2023, 01/Ago/2023, 13/Mar/2019, 13/Mar/2019, 13/Mar/2019, 13/Mar/2019, 05/Oct/2018, 05/Oct/2018, 05/Oct/2018, 05/Oct/2018, 19/Sep/2018, 19/Sep/2018, 19/Sep/2018, 19/Sep/2018, 13/Jun/2018, 13/Jun/2018, 13/Jun/2018, 13/Jun/2018, 01/Ago/2023, 01/Ago/2023, 01/Ago/2023, 01/Ago/2023, 13/Mar/2019, 13/Mar/2019, 13/Mar/2019, 13/Mar/2019, 05/Oct/2018, 05/Oct/2018, 05/Oct/2018, 05/Oct/2018, 19/Sep/2018, 19/Sep/2018, 19/Sep/2018, 19/Sep/2018, 13/Jun/2018, 13/Jun/2018, 13/Jun/2018, 13/Jun/2018, 01/Ago/2023, 01/Ago/2023, 01/Ago/2023, 01/Ago/2023, 13/Mar/2019, 13/Mar/2019, 13/Mar/2019, 13/Mar/2019, 05/Oct/2018, 05/Oct/2018, 05/Oct/2018, 05/Oct/2018, 19/Sep/2018, 19/Sep/2018, 19/Sep/2018, 19/Sep/2018, 13/Jun/2018, 13/Jun/2018, 13/Jun/2018, 13/Jun/2018, 01/Ago/2023, 01/Ago/2023, 01/Ago/2023, 01/Ago/2023, 13/Mar/2019, 13/Mar/2019, 13/Mar/2019, 13/Mar/2019, 05/Oct/2018, 05/Oct/2018, 05/Oct/2018, 05/Oct/2018, 19/Sep/2018, 19/Sep/2018, 19/Sep/2018, 19/Sep/2018, 13/Jun/2018, 13/Jun/2018, 13/Jun/2018, 13/Jun/2018","10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 8.0, 8.0, 8.0, 8.0, 2.0, 2.0, 2.0, 2.0, 9.0, 9.0, 9.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 8.0, 8.0, 8.0, 8.0, 2.0, 2.0, 2.0, 2.0, 9.0, 9.0, 9.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 8.0, 8.0, 8.0, 8.0, 2.0, 2.0, 2.0, 2.0, 9.0, 9.0, 9.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 8.0, 8.0, 8.0, 8.0, 2.0, 2.0, 2.0, 2.0, 9.0, 9.0, 9.0, 9.0","8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 6.0, 6.0, 6.0, 6.0, 4.0, 4.0, 4.0, 4.0, 10.0, 10.0, 10.0, 10.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 6.0, 6.0, 6.0, 6.0, 4.0, 4.0, 4.0, 4.0, 10.0, 10.0, 10.0, 10.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 6.0, 6.0, 6.0, 6.0, 4.0, 4.0, 4.0, 4.0, 10.0, 10.0, 10.0, 10.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 6.0, 6.0, 6.0, 6.0, 4.0, 4.0, 4.0, 4.0, 10.0, 10.0, 10.0, 10.0","LOS EXÁMENES SON DIFÍCILES, RESPETADO POR LOS ESTUDIANTES, CLASES EXCELENTES, LA PARTICIPACIÓN IMPORTA, DA BUENA RETROALIMENTACIÓN, TOMARÍA SU CLASE OTRA VEZ, POCOS EXÁMENES, BRINDA APOYO",9,8.0,"La doctora es una joven médica que enseña Neuro, explicando temas de manera clara y fácil. Es paciente y abierta a responder preguntas, lo que ayuda a los estudiantes a aprender mucho en sus clases. Sin embargo, en las exposiciones, la información no siempre es clara y puede ser difícil de entender. A pesar de esto, la doctora tiene mucha experiencia en el área y ha ayudado a los estudiantes a enamorarse de Neuro. También ayuda a los estudiantes a prepararse para los exámenes, aunque estos suelen ser pesados y se realizan en línea. En general, la doctora es muy buena para enseñar y es una excelente opción para los estudiantes que buscan ayuda en Neuro.",
"Márquez, David",3,09/Jul/2024,10.0,8.0,"LA PARTICIPACIÓN IMPORTA, PREPÁRATE PARA LEER, ASPECTOS DE CALIFICACIÓN CLAROS",1,10.0,"El seminario, con pocos participantes, fomentaba discusiones en círculo sobre lecturas de psicoanálisis. Mi aprendizaje fue más amplio, pero menos detallado en temas concretos.",
"Nakasawa C., Fusae","5, 4, 5, 5, 5, 4, 2, 3, 1, 1, 1, 1, 1, 5, 5, 1, 1, 3, 3, 5, 3, 5, 4, 5, 5, 4, 5, 3, 4","09/Ene/2024, 30/Jul/2023, 29/Ene/2022, 21/Ene/2022, 30/Dic/2021, 09/Sep/2020, 13/Jul/2019, 30/Jun/2019, 02/Feb/2017, 20/Jul/2016, 29/Jun/2016, 28/Jun/2016, 07/Jun/2016, 07/Ene/2015, 27/Dic/2014, 02/Jul/2014, 07/Ene/2014, 04/Jul/2013, 31/May/2013, 18/Ene/2013, 16/Ene/2013, 23/Ene/2012, 26/Jul/2011, 20/Mar/2011, 20/Feb/2011, 21/Ene/2011, 15/Ene/2011, 21/Jun/2010, 14/Jun/2010","8.0, 9.0, 10.0, 6.0, 10.0, 10.0, 4.0, 2.0, 3.0, 3.0, 2.0, 5.0, 6.0, 10.0, 10.0, 5.0, 4.0, 6.0, 9.0, 9.0, 6.0, 9.0, 6.0, 9.0, 10.0, 10.0, 10.0, 6.0, 10.0","10.0, 8.0, 10.0, 10.0, 10.0, 10.0, 8.0, 2.0, 6.0, 6.0, 8.0, 8.0, 8.0, 10.0, 10.0, 4.0, 6.0, 8.0, 8.0, 8.0, 10.0, 8.0, 4.0, 6.0, 10.0, 10.0, 6.0, 6.0, 8.0","MUCHOS EXÁMENES, BRINDA APOYO, DEJA TRABAJOS LARGOS, CLASES EXCELENTES, BARCO, MUCHOS PROYECTOS GRUPALES, LA PARTICIPACIÓN IMPORTA, DA BUENA RETROALIMENTACIÓN, TOMARÍA SU CLASE OTRA VEZ, MUCHAS TAREAS, POCOS EXÁMENES, ASPECTOS DE CALIFICACIÓN CLAROS",30,7.2,"La profesora es excelente en explicaciones claras y ejemplos prácticos, pero tiene problemas de puntualidad y organización. Las prácticas requieren creatividad, y las calificaciones son justas. Es una buena opción si buscas una clase fácil y divertida, pero puede ser desafiante si buscas un profesor muy estricto o con mucho control.",https://www.misprofesores.com/profesores/Fusae-Nakasawa-C._26497
"Nashiki Angulo, Rosa María","2, 4","01/Sep/2020, 20/Jun/2019","8.0, 8.0","10.0, 10.0","LAS CLASES SON LARGAS, BRINDA APOYO, BARCO",2,8.0,"La profesora hizo el curso tedioso durante la pandemia, con poca explicación y evaluación deficiente. Nashiki es amable y evalúa con prácticas y participación, pero las clases son largas y sus preguntas pueden ser confusas. Se compensan con dulces y recesos.",
"Nava, Armando","3, 3, 5, 3, 4, 3, 3, 1, 1, 4","19/Feb/2016, 30/May/2015, 18/Ene/2013, 23/Nov/2011, 26/Jun/2011, 05/Feb/2011, 27/Ene/2011, 28/Ago/2010, 27/Ago/2010, 18/Ago/2010","2.0, 9.0, 10.0, 6.0, 7.0, 5.0, 5.0, 2.0, 2.0, 10.0","2.0, 8.0, 6.0, 10.0, 10.0, 10.0, 10.0, 10.0, 6.0, 10.0","LAS CLASES SON LARGAS, CALIFICA DURO, MUCHOS EXÁMENES",10,5.8,"Nava es un profesor con mucha sabiduría pero que no enseña bien. Es muy fácil pasar con él, pero no se aprende mucho. Es repetitivo y se malviaja. Es una buena opción para pasar la materia sin hacer nada, pero no se recomienda para aprender. Su forma de evaluación es única, pero puede ser confusing. En general, es un profesor que se debe retirar por el bien del mundo.",https://www.misprofesores.com/profesores/Armando-Nava_28274
"Navarro Corona, Claudia","2, 4, 5, 5, 3, 4, 4, 5, 3, 5, 5, 4, 5, 5, 4, 4, 5, 3, 4, 5, 4, 5, 2, 3, 5, 5, 2, 2, 3, 4, 4","09/Jul/2024, 23/Ene/2024, 16/Dic/2023, 15/Dic/2023, 04/Jul/2023, 17/Ene/2023, 21/Dic/2022, 12/Jul/2022, 06/Ene/2022, 28/Oct/2021, 12/Ago/2021, 09/Ago/2021, 19/Jul/2021, 08/Feb/2021, 07/Feb/2021, 06/Feb/2021, 14/Sep/2020, 08/Ene/2020, 07/Jul/2019, 14/Ene/2019, 13/Ene/2019, 08/Ene/2018, 04/Ene/2018, 14/Ago/2017, 17/Ene/2017, 28/Dic/2016, 21/Nov/2016, 24/Jul/2016, 29/Jun/2016, 07/Jun/2016, 17/Dic/2015","9.0, 10.0, 10.0, 9.0, 10.0, 10.0, 8.0, 10.0, 9.0, 10.0, 9.0, 10.0, 10.0, 9.0, 9.0, 10.0, 10.0, 7.0, 6.0, 9.0, 10.0, 9.0, 5.0, 9.0, 9.0, 7.0, 6.0, 8.0, 9.0, 9.0, 8.0","10.0, 10.0, 8.0, 10.0, 8.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 8.0, 10.0, 10.0, 8.0, 10.0, 10.0, 10.0, 10.0, 8.0, 6.0, 10.0, 10.0, 6.0, 8.0, 10.0, 10.0, 10.0","MUY CÓMICO, DEJA TRABAJOS LARGOS, RESPETADO POR LOS ESTUDIANTES, CLASES EXCELENTES, BARCO, LA PARTICIPACIÓN IMPORTA, ASISTENCIA OBLIGATORIA, INSPIRACIONAL, DA BUENA RETROALIMENTACIÓN, TOMARÍA SU CLASE OTRA VEZ, MUCHAS TAREAS, PREPÁRATE PARA LEER, BRINDA APOYO, ASPECTOS DE CALIFICACIÓN CLAROS",34,8.7,"La evaluación general de la profesora Claudia se centra en su compromiso y dedicación a la enseñanza, su habilidad para invitar a la reflexión y su perspectiva amplia sobre temas de género y diversidad. Sin embargo, algunas opiniones destacan que sus clases pueden volverse tediosas si no se participan activamente, y que se desvía con frecuencia a temas de género. La accesibilidad y la disposición para resolver dudas son aspectos positivos, pero la falta de cobertura del temario y la repetición de temas pueden ser problemáticas. En general, se considera que es una buena opción para materias más fáciles y para aquellos interesados en temas de género y perspectiva de género.",https://www.misprofesores.com/profesores/Claudia-Navarro-Corona_74658
"Nieto Gutierrez, Javier","4, 4, 3, 3, 3, 3, 2, 2, 4, 4, 3, 3, 3, 3, 2, 2, 2, 5, 4, 4, 5, 3, 4, 2, 2, 1, 3","17/Jul/2024, 17/Jul/2024, 31/Jul/2023, 31/Jul/2023, 30/Jul/2023, 30/Jul/2023, 01/Dic/2021, 01/Dic/2021, 17/Jul/2024, 17/Jul/2024, 31/Jul/2023, 31/Jul/2023, 30/Jul/2023, 30/Jul/2023, 01/Dic/2021, 01/Dic/2021, 11/Sep/2020, 09/Sep/2020, 01/Ene/2020, 28/May/2019, 18/Jul/2016, 05/Jun/2013, 05/Jun/2013, 02/Jul/2012, 29/Jun/2012, 15/Mar/2012, 17/Ene/2012","7.0, 7.0, 8.0, 8.0, 6.0, 6.0, 10.0, 10.0, 7.0, 7.0, 8.0, 8.0, 6.0, 6.0, 10.0, 10.0, 5.0, 7.0, 9.0, 9.0, 10.0, 9.0, 9.0, 2.0, 5.0, 2.0, 9.0","6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 10.0, 10.0, 10.0, 10.0, 8.0, 10.0, 6.0, 6.0, 8.0, 10.0, 10.0","MUCHOS EXÁMENES, BRINDA APOYO, LAS CLASES SON LARGAS, RESPETADO POR LOS ESTUDIANTES, CLASES EXCELENTES, BARCO, DA CRÉDITO EXTRA, DA BUENA RETROALIMENTACIÓN, TOMARÍA SU CLASE OTRA VEZ, MUCHAS TAREAS, PREPÁRATE PARA LEER, POCOS EXÁMENES, ASPECTOS DE CALIFICACIÓN CLAROS",17,7.2,"El profesor es agradable y accesible, pero sus clases son aburridas y se basa únicamente en el libro. Los exámenes son sencillos si estudias, pero muchas cosas del libro no se ven en el examen. El profesor deja reponer un examen y si reprobaste 4 vas a final. Las evaluaciones incluyen preguntas abiertas y con opciones, infografías, artículos, prácticas, participación y tareas. Se recomienda estudiar el libro y las presentaciones para pasar fácil, pero no se profundiza en los temas. El profesor es una buena persona y un buen profesor, pero las clases son básicas y poco enriquecedoras. Se puede pasar sin poner atención, pero sería un desperdicio.",https://www.misprofesores.com/profesores/Javier-Nieto-Gutierrez_40627
"Nieves R., Rosa Elena","5, 4, 5, 5, 5, 5, 5, 3, 4, 5, 5, 5, 5, 4, 1, 4, 3","28/Jun/2013, 29/Jun/2012, 05/Jun/2012, 13/Dic/2011, 21/Oct/2011, 26/Jun/2011, 14/Jun/2011, 09/Jun/2011, 06/Jun/2011, 24/Mar/2011, 03/Feb/2011, 27/Ene/2011, 08/Ene/2011, 08/Ene/2011, 28/Ago/2010, 13/Mar/2010, 10/Mar/2010","10.0, 10.0, 9.0, 9.0, 10.0, 10.0, 10.0, 8.0, 10.0, 10.0, 9.0, 10.0, 10.0, 10.0, 6.0, 10.0, 10.0","10.0, 8.0, 10.0, 8.0, 8.0, 10.0, 10.0, 6.0, 6.0, 8.0, 10.0, 10.0, 8.0, 10.0, 6.0, 10.0, 10.0",,17,9.5,"El texto describe a una profesora excelente y respetable, a pesar de algunos aspectos negativos. Es descrita como culta, accesible, amable y comprensible, pero también como exigente, crítica y con muchas tareas y lecturas. Aunque algunos estudiantes mencionan que las clases son de reflexión y superación personal, otros mencionan que la profesora es muy crítica y deja mucho trabajo. En general, la mayoría de los estudiantes la ven como una excelente profesora que enseña mucho y merece su calificación final.",https://www.misprofesores.com/profesores/rosa-elena-Nieves-R._23771
"Niño Calixto, Ena Eréndira","3, 4, 4, 2, 4, 5, 5, 4, 4, 3, 3, 4, 4, 3, 3, 5, 5, 4, 4, 3, 3, 4, 4, 3, 3, 4, 5, 4, 4, 2, 5, 1, 3","09/Jul/2024, 29/Jun/2023, 29/Dic/2021, 23/Ago/2021, 14/Ago/2021, 12/Ene/2019, 12/Ene/2019, 07/Feb/2018, 07/Feb/2018, 29/Ene/2018, 29/Ene/2018, 10/Ene/2018, 10/Ene/2018, 21/Dic/2017, 21/Dic/2017, 12/Ene/2019, 12/Ene/2019, 07/Feb/2018, 07/Feb/2018, 29/Ene/2018, 29/Ene/2018, 10/Ene/2018, 10/Ene/2018, 21/Dic/2017, 21/Dic/2017, 24/Ene/2017, 28/Dic/2016, 02/Dic/2016, 13/Ene/2016, 10/Ene/2016, 30/May/2015, 07/Dic/2012, 16/Jul/2012","10.0, 8.0, 10.0, 6.0, 8.0, 9.0, 9.0, 10.0, 10.0, 9.0, 9.0, 10.0, 10.0, 5.0, 5.0, 9.0, 9.0, 10.0, 10.0, 9.0, 9.0, 10.0, 10.0, 5.0, 5.0, 7.0, 9.0, 10.0, 9.0, 7.0, 10.0, 3.0, 4.0","6.0, 8.0, 10.0, 6.0, 2.0, 8.0, 8.0, 10.0, 10.0, 8.0, 8.0, 10.0, 10.0, 8.0, 8.0, 8.0, 8.0, 10.0, 10.0, 8.0, 8.0, 10.0, 10.0, 8.0, 8.0, 8.0, 10.0, 10.0, 8.0, 8.0, 4.0, 6.0, 6.0","DEJA TRABAJOS LARGOS, CLASES EXCELENTES, BARCO, LA PARTICIPACIÓN IMPORTA, ASISTENCIA OBLIGATORIA, DA CRÉDITO EXTRA, CALIFICA DURO, INSPIRACIONAL, DA BUENA RETROALIMENTACIÓN, TOMARÍA SU CLASE OTRA VEZ, MUCHAS TAREAS, BRINDA APOYO, ASPECTOS DE CALIFICACIÓN CLAROS",2,7.0,"La clase se centra en exposiciones en equipo, con retroalimentación de la profesora Ena y sus adjuntas. La evaluación se basa en trabajos prácticos y un proyecto final. La profesora Ena es recomendada por su conocimiento en sexualidad y teoría. Sin embargo, tiene problemas de puntualidad y comunicación con sus adjuntas, lo que puede causar confusión. La participación activa es clave para aprender y mejorar. La evaluación se realiza con trabajos prácticos y un proyecto final. La profesora Ena es clara y divertida en sus clases, aunque a veces se confunde. La falta de claridad en los temas por parte de las adjuntas puede ser un problema. La única queja es la impuntualidad en la entrega de trabajos. La profesora es buena en la evaluación y en la retroalimentación, pero se espera que mejore en la comunicación y la participación activa. En general, la clase es recomendable para aquellos que buscan aprender sobre sexualidad y teoría.",
