profesor,fecha,comentario,calidad_general,facilidad
"alatorre rico, javier",25/Jun/2018,"Es nefasto, crecido e irrespetuoso y todo el semestre ve lo mismo. Deja muchísima tarea nunca la revisa, cuando la revisa y no la traes te agarra de bajada. Pone buena calificación al final pero es pesado soportarlo todo el semestre HUYAN DE ÉL",7.0,4.0
"alatorre rico, javier",31/May/2018,"El profesor es arrogante,siente que lo que dice es cierto, en realidad pasas si eres de sus conses, ademas ni aprendi nada, como profesor es malo y como persona es peor. Ademas califica como se le antoja,",3.0,6.0
"alatorre rico, javier",19/Ene/2018,"La primer clase es para hacerte creer que vas a aprender mucho pero no es así, cada clase repite lo mismo, espera que los alumnos lean mucho y te hace trabajar con bitácora que incluye reflexión y apunte. Es poco accesible a la opinión de los demás porque pone en tela de juicio todo. No lo recomiend",3.0,4.0
"alatorre rico, javier",17/Ene/2018,"No enseña nada, espera que todo lo aprendas solo y solo llegues a contarle. Pasó casi todas las clases hablando de lo mismo, no avanzábamos, era difícil mantenerse despierto. No lo metan nunca, a menos que quieran ir a perder horas... Eso si, 9 o 10 asegurado.",3.0,10.0
"alatorre rico, javier",26/Jul/2017,"Lástima que no hay calificación 0, que es la que merece un tipo cuya característica principal es la arrogancia y la prepotencia, las cuales no son compatibles con la enseñanza. No se le puede llamar maestro a un tipo tan engreído. Huyan. Eso si, muy coqueto!",2.0,2.0
"alatorre rico, javier",04/Jul/2017,"Es una clase en donde realmente puedes aprender mucho. Te ayuda a formar un pensamiento crítico, a abrir tu mente, y a tener una nueva perspectiva de las cosas con ayuda de la teoría. Para ello, es de suma importancia que se lea el material de clase, y que se esté dispuesto a participar.",8.0,8.0
"alatorre rico, javier",26/May/2017,El peor que lo corran de la facultad jamás lo metan D: No sabe dar clase,2.0,2.0
"alatorre rico, javier",21/Ene/2017,"He leído muchos comentarios negativos, pero es porque realmente nos hace trabajar, te enseña la teoría sociocultural con la teoría, su principal objetivo es que aprendas. Es un maestro que nunca falta y que siempre te dejará mucho trabajo para tu aprendizaje. Tienes que leer los autores que te da.",7.0,6.0
"alatorre rico, javier",30/Jun/2016,Huyan!!,5.0,6.0
"alatorre rico, javier",28/Abr/2016,"Gastas $$ en copias que solo aprovecha 10% de todos los niños, en ciencias $2000 en materiales caros para experimentos, 1/2 de las maestras no impulsan a los niños porque las explotan, entre la directora y el maestro, por eso se va a la basura muchos trabajos. El maestro te explotara.",5.0,4.0
"alatorre rico, javier",14/Feb/2016,[Comentario esperando revisión],5.0,6.0
"alatorre rico, javier",06/Ene/2016,Es bueno y lo recomiendo,10.0,10.0
"alatorre rico, javier",26/Sep/2015,[Comentario esperando revisión],2.0,2.0
"alatorre rico, javier",24/Sep/2015,[Comentario esperando revisión],6.0,4.0
"alatorre rico, javier",26/Jun/2015,"Tengo que reconocer que sí tiene los conocimientos de la metería que imparte, promueve la enseñanza basada en problemas de la realidad, PERO... en clase solo expone, no hace lo que dice, ES TRADICIONALISTA. Además el trato que le da a los alumnos es ponerlos en evidencia si están en contra.",2.0,8.0
"alatorre rico, javier",21/Ene/2015,"Es buen investigador, experto en TSC y sabe de metodología pero es poco comprometido con sus alumnos: No revisa, lo deja todo para el último, no lee a los alumnos y al final todo está mal y expone tus errores. Los trabajos de clase los utiliza como hojas de reciclaje, los he visto sin revisar en su",2.0,6.0
"alatorre rico, javier",18/Ene/2015,"Cree saberlo todo, es prepotente, engreído, presumido, arrogante. Cuando un alumno se enfrenta con profesores así, en nada ayudan a nuestra formación.",2.0,4.0
"alatorre rico, javier",06/May/2014,"Es un pésimo profesor, soberbio, prepotente y siempre repite el mismo discurso. Solamente quiere hablar de los temas que sabe, no tiene apertura y si lo sacas de su zona de confort explota y es grosero. A pesar de que lee mucho, no sabe ser profesor.Sus críticas son destructivas más que propositiva",4.0,6.0
"alatorre rico, javier",07/May/2013,"Es muy buen profesor si no te gusta trabajar, leer o realizar trabajos no te inscribas con el. Es algo raro en su manera d dar las clases tienes q tomarle el hilo desde el principio es una persona sumamente culta y critica. Te prepara para entender y construir conocimiento y no solo repetir teoría.",7.0,6.0
"alatorre rico, javier",06/May/2013,"Javier es un buenazo!!! sólo hay que agarrarle la onda, es muy brillante pero sí es medio presumido, además super exigente, no es buena opción si no te gustan las críticas en público y quizá una que otra burla, a mí si me gustó...",10.0,2.0
"alatorre rico, javier",29/Ene/2013,"Muy aburrida su clase, solo le interesa un tema y hace que trabajes sobre de ese mismo AUNQUE NO SEA DE TU INTERES, para el su proyecto es el unico, cree saberlo todo y tiene a sus preferidas a quienes no les pide lo mismo que al resto y las defiende a mas no poder.. para nada recomendable!!!!!",3.0,6.0
"alatorre rico, javier",22/Ene/2013,"Deja lecturas muuuuuy largas (del Sternberg), no revisa los trabajos ni los exámenes. Hará que odies la psicología cogonoscitiva porque no es muy claro en sus explicaciones. Al final, pide una autoevaluación y esa calificación, es la que te pone. Si quieres pasar y aprender dos dos, es buena opción.",8.0,6.0
"alatorre rico, javier",27/Dic/2012,[Comentario esperando revisión],10.0,4.0
"alatorre rico, javier",02/Dic/2012,"Horrible su clase. No te ayuda en nada, es prepotente y cree saberlo todo, dice que hay muchos desperdicios de estudiantes en la Facultad de Psicología & se supone que el picólogo. Pesima evaluación en verdad no lo recomiendo para nada.",4.0,2.0
"alatorre rico, javier",26/Ago/2012,"Desde mi perspectiva constructivista, puedo decir que es un buen investigador y sabe muchísimo, sin embargo no es tan buen profesor, es medio locochón, pero de que aprendes aprendes. Porque es muy detallado al explicar sobre la metodología, pero si le agarras la onda adquirirás buenos conocimientos",9.0,4.0
"alatorre rico, javier",31/Jul/2012,[Comentario esperando revisión],2.0,4.0
"alatorre rico, javier",08/Jul/2012,"Es muy buen profesor, a muchos no les gustará porque es muy prepotente, pero la verdad esque aprendes muchísimo, para área es excelente, porque corrige todos tus errores y te hace repetir si es necesario todo el trabajo, es muy duro y habla de frente, pero es genial :)!!!",8.0,2.0
"alatorre rico, javier",13/Feb/2012,[Comentario esperando revisión],5.0,6.0
"alatorre rico, javier",25/Ene/2012,"Mucha charla y poca acción. Repite el miiiiismo tema viendo desde la misma perspectiva, cuando el hombre tiene todos los recurdos. Yo quería llorar en una de sus clases porque no se acababa. Pero es amable y bonachón pero algo simplón.",3.0,8.0
"alatorre rico, javier",24/Ene/2012,si sabe pero si clase es muy tediosa y a veces le sale lo mamon,4.0,8.0
"alatorre rico, javier",21/Ene/2012,"Lo bueno del profesor es que sabe mucho de la teoría sociocultural, pero definitivamente no sabe transmitirlo y cuando le preguntas no sabe explicar. Por otro lado deja demaciada tarea pero pienso que ni la revisa y es muy exigente con todo pero él no pone mucho de su parte(falta mucho). Yo saque 10 pero al final terminé un poco confundida con el tema.",5.0,6.0
"alatorre rico, javier",18/Ene/2012,"Deja muchas lecturas y entregas controles de éstas, es muy ambicioso sobre los trabajos para el semestre pero no le da tiempo, ama la teoría sociocultural entonces sí enseña aunque a veces su clases son muy repetitivas pero creo que en general sí aprendes. En ocasiones tiene una mala actitud.",6.0,6.0
"alatorre rico, javier",14/Ene/2012,"Yo lo tuve en prácticas, es la persona más arrogante que te puedas encontrar. Te exige mucho y pero él es desordenado, muy despistado, prepotente, le encanta humillarte y muy inflexible. Cree que siempre tiene la razón y dispone de tu tiempo como si no tuveras nada más que hacer. Deja mucha tarea, te deja leer mucho. Tienes que pasar corrigiendo tus trabajos porque para él nada está bien. Como falta mucho manda a sus ""asistentes"" que son muy prepotentes y molestas.",7.0,2.0
"alatorre rico, javier",10/Ene/2012,"Esta loquito jajaja, sabe un buen, deja leer mucho, si no le entiendes te ayuda. Asi que si quieres paras haz los trabajos, lee mucho y participa en la clase, es le encanta. Es buena onda y acecible, si el agradas y te ve interes te invita a ver a sus chamacos del SENDI :D",8.0,6.0
"alatorre rico, javier",15/Dic/2011,su clase es muy aburrida al igual que las lecturas inmensas que deja y al final el examen esta de locos.Eso si es un exelente tipo.,7.0,10.0
"alatorre rico, javier",07/Oct/2011,,5.0,4.0
"alatorre rico, javier",18/Ago/2011,mucha razon..si el profe es muy accesible..pero super aburrido..se enoja si te estas saliendo de su clase...pide cafe..y se la pasa quitandote tus dulces...omg..ademas te hace un examen final de tres horas..es muy cansado..tambien deja leer..leer..leer..yo creo que solo pide los trabajos a lo tonto..por que termina diciendote que calificacion te pones..y si le caes bien te sube un punto en lo que dijiste de autoevalucion..i si no..,6.0,6.0
"alatorre rico, javier",31/Jul/2011,Su clase es muy aburrida y siempre se ve lo mismo ademas nunca se sabe como quiere los trabajos porque siempre les encuentra defectos y te hace corregirlos oootra vez,6.0,4.0
"alatorre rico, javier",09/Jun/2011,"Llega tarde, deja leer mucho al principio, pide trabajos y se revisan en clase para q los corrijas como 50 veces, se trabaja mucho, sí aprendes.",10.0,6.0
"alatorre rico, javier",06/Jun/2011,,2.0,2.0
"alatorre rico, javier",24/Mar/2011,"Su clase es aburridísima, él es muy redundante en lo que pretende explicar, todas las clases ""retoma"" lo visto en la anterior y nunca se avanza realmente... si puedes, evítalo",3.0,6.0
"alatorre rico, javier",23/Ene/2011,,2.0,4.0
"alatorre rico, javier",23/Ene/2011,,9.0,6.0
"alatorre rico, javier",20/Ene/2011,es muy mal periodista ja ja... es broma es muy buen profesor... siempre esta dispuesto a ayudarte y explica bien pero necesitas estudiar para pasar sus examenes pero de que aprendes aprendes lo recomiendo,10.0,6.0
"Alburquerque, Carlos",16/Feb/2025,"Clase de primer semestre (creo que todos los profes son cool). Hace exámenes vía moodle (pregunta sobre la vida cotidiana de Freud, sobre la Película de Will Hunting-si pones atención en clase pasas el examen, y otro más que no recuerdo), solo una oportunidad. Hace un examen oral muy fácil.",8.0,8.0
"Alburquerque, Carlos",05/Jun/2024,"Es un excelente profesor y sumamente crítico, toma en cuenta el contexto social y se auxilia de diversas áreas, la verdad sus exámenes son bastante complicados pero sí les dedicas tiempo se logra.",7.0,2.0
"Alburquerque, Carlos",25/Ene/2024,"Me parece que sabe mucho, en esta materia en particular muy claro. aprendes mucho , puede ser muy cómico, tiene un humor inteligente. Me encantan sus ideas izquierdisimas, pués soy igual (pero es crítico) Altamente recomendable.",10.0,6.0
"Alburquerque, Carlos",08/Dic/2023,"Si te gusta el psicoanálisis es una excelente opción como profesor, me gusta mucho su enfoque y su manera de explicar, siempre resuelve tus dudas. Usa mucho la filosofía y te hace reflexionar en varias cosas, definitivamente volvería a cursar una materia con él.",10.0,6.0
"Alburquerque, Carlos",21/Jun/2023,Excelente profesor,10.0,10.0
"Alburquerque, Carlos",06/Jun/2023,"Me encantó su clase, es leer entender y analizar, no deja tareas infinitas, presentas dos examenes , uno oral, deja peliculas para analizar que tienen relación con los textos leídos, la clase es muy amena y se arranca como hilo de media con el tema, tiene un buen sentido del humor, aprendi mucho.",9.0,6.0
"Alburquerque, Carlos",27/Abr/2022,[Comentario esperando revisión],9.0,8.0
"Alburquerque, Carlos",13/Dic/2021,[Comentario esperando revisión],2.0,2.0
"Alburquerque, Carlos",18/Ago/2021,[Comentario esperando revisión],9.0,8.0
"Alburquerque, Carlos",19/Abr/2021,[Comentario esperando revisión],10.0,10.0
"Alburquerque, Carlos",29/Sep/2020,[Comentario esperando revisión],3.0,4.0
"Alburquerque, Carlos",26/Jun/2020,Pedante,2.0,8.0
"Alburquerque, Carlos",11/Mar/2020,"un gran profesor, de lo mejor que hay en SUA, aprendes con él, sus examanes son algo dificiles, sus clases son muy interesantes las 2 horas se pasan volando.",10.0,6.0
"Alburquerque, Carlos",10/Dic/2019,"Realmente no me agradó por qué se basaba en el psicoanálisis nada más y no le parecía las otras ramas, si quieres pasar, él podría ser tu opción.",9.0,8.0
"Alburquerque, Carlos",05/Jul/2019,[Comentario esperando revisión],2.0,2.0
"Alburquerque, Carlos",30/Jun/2019,[Comentario esperando revisión],10.0,10.0
"Alburquerque, Carlos",30/Jun/2019,[Comentario esperando revisión],2.0,6.0
"Alburquerque, Carlos",27/Jun/2019,[Comentario esperando revisión],4.0,4.0
"Alburquerque, Carlos",02/Feb/2019,[Comentario esperando revisión],8.0,8.0
"Alburquerque, Carlos",09/Ene/2019,"Es un buen profesor que sabe muchísimo de su área. Lamentablemente sí se enfoca únicamente en el psicoanálisis. Soy de SUA y si asistes a todas las sesiones presenciales, eso te ayuda en la calificación, si no, solo tendrás una calificación regular.",8.0,8.0
"Alburquerque, Carlos",15/Nov/2018,"El problema es que cualquier materia que tomes con el, se va a psicoanálisis. Ignora por completo el plan de estudios y la verdad, eso está pésimo.",6.0,8.0
"Alburquerque, Carlos",23/Ene/2018,[Comentario esperando revisión],4.0,4.0
"Alburquerque, Carlos",23/Ene/2018,[Comentario esperando revisión],10.0,10.0
"Alburquerque, Carlos",17/Ene/2018,[Comentario esperando revisión],10.0,10.0
"Alburquerque, Carlos",17/Jul/2017,[Comentario esperando revisión],7.0,6.0
"Alburquerque, Carlos",12/Jun/2017,,9.0,8.0
"Alburquerque, Carlos",30/Jul/2016,"No es mal profesor, se ve que tiene algunos conocimientos y algo se te pega, pero sus temas y exposiciones son muy limitadas, por otra parte es un hombre engreído y petulante, y si le caíste mal ya te jodiste, hay mejores no lo recomiendo.",6.0,8.0
"Alburquerque, Carlos",24/Jul/2016,[Comentario esperando revisión],8.0,8.0
